Tess of the dUrbervilles,"discretion in retailing this curious bit of lore.

When he was gone, Durbeyfield walked a few steps in a profound
reverie, and then sat down upon the",grassy,"bank by the roadside,
depositing his basket before him.  In a few minutes a youth appeared
in the distance, walking in the same direction as that which",6657,6663,Flora
Tess of the dUrbervilles,"lad quickened his pace and came near.

""Boy, take up that basket!  I want 'ee to go on an errand for me.""

The",lath-like,"stripling frowned.  ""Who be you, then, John
Durbeyfield, to order me about and call me 'boy'?  You know my
name as well",7014,7023,Flora
Tess of the dUrbervilles,"present afternoon,
P.M.""  And as he made the announcement, Durbeyfield, declining from
his sitting position, luxuriously stretched himself out upon the bank
among the",daisies,".

The lad stood before Durbeyfield, and contemplated his length from
crown to toe.

""Sir John d'Urberville--that's who I am,"" continued the",7583,7590,Flora
Tess of the dUrbervilles,", will ye, and order that carriage, and
maybe I'll drive round and inspect the club.""

The lad departed, and Durbeyfield lay waiting on the",grass,"and
daisies in the evening sun.  Not a soul passed that way for a long
while, and the faint notes of the band were the only human sounds",9943,9948,Flora
Tess of the dUrbervilles,"ye, and order that carriage, and
maybe I'll drive round and inspect the club.""

The lad departed, and Durbeyfield lay waiting on the grass and",daisies,"in the evening sun.  Not a soul passed that way for a long
while, and the faint notes of the band were the only human sounds
audible within",9953,9960,Flora
Tess of the dUrbervilles,", Dogbury, High Stoy, and Bubb Down.  The
traveller from the coast, who, after plodding northward for a score
of miles over calcareous downs and",corn-lands,", suddenly reaches
the verge of one of these escarpments, is surprised and delighted
to behold, extended like a map beneath him, a country differing
absolutely from",11068,11078,Flora
Tess of the dUrbervilles,"him the
hills are open, the sun blazes down upon fields so large as to give
an unenclosed character to the landscape, the lanes are white, the",hedges,"low and plashed, the atmosphere colourless.  Here, in the
valley, the world seems to be constructed upon a smaller and more
delicate scale; the fields",11428,11434,Flora
Tess of the dUrbervilles,"the
valley, the world seems to be constructed upon a smaller and more
delicate scale; the fields are mere paddocks, so reduced that from
this height their",hedgerows,"appear a network of dark green threads
overspreading the paler green of the grass.  The atmosphere beneath
is languorous, and is so tinged with azure that what artists",11644,11653,Flora
Tess of the dUrbervilles,"delicate scale; the fields are mere paddocks, so reduced that from
this height their hedgerows appear a network of dark green threads
overspreading the paler green of the",grass,".  The atmosphere beneath
is languorous, and is so tinged with azure that what artists call the
middle distance partakes also of that hue, while the horizon beyond",11730,11735,Flora
Tess of the dUrbervilles,", while the horizon beyond
is of the deepest ultramarine.  Arable lands are few and limited;
with but slight exceptions the prospect is a broad rich mass of",grass,"and trees, mantling minor hills and dales within the major.  Such is
the Vale of Blackmoor.

The district is of historic, no less than of topographical",12029,12034,Flora
